thread_id,relation_type,confidence,parent_row,child_row,parent_no,child_no,parent_delivery_time,child_delivery_time,subject_norm,below_threshold
thread_72,heuristic,0.0,2561,8858,2562,8859,2025-03-12T13:20:18+04:00,2025-07-27T05:05:17+04:00,AGI - HANLIM ENGINEERING - DELIVERY OF PANELS (HVDC-ADOPT-NAF-AGI-022) - (HVDC-AGI-HEC-MOSB-040) - 17-JULY-2025 - CUSTOM DUTY,True
thread_73,heuristic,0.95,2588,2589,2589,2590,2025-03-28T08:18:08+04:00,2025-03-31T05:11:23+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,2588,4379,2589,4380,2025-03-28T08:18:08+04:00,2025-04-03T01:20:01+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4379,4380,4380,4381,2025-04-03T01:20:01+04:00,2025-04-07T08:20:05+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.2,4380,4235,4381,4236,2025-04-07T08:20:05+04:00,2025-04-17T06:01:17+04:00,"[DOCU REVIEW] [HVDC-ADOPT-SEI-0021-L / -T ] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR - 1M 2HAWB",True
thread_73,heuristic,0.9,4379,4381,4380,4382,2025-04-03T01:20:01+04:00,2025-04-17T12:33:56+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4381,4382,4382,4383,2025-04-17T12:33:56+04:00,2025-04-18T01:11:48+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.69,4381,4236,4382,4237,2025-04-17T12:33:56+04:00,2025-04-18T02:12:20+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.69,4381,4383,4382,4384,2025-04-17T12:33:56+04:00,2025-04-18T12:19:38+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4383,4384,4384,4385,2025-04-18T12:19:38+04:00,2025-04-21T07:28:20+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4383,4385,4384,4386,2025-04-18T12:19:38+04:00,2025-04-23T09:40:56+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4383,4386,4384,4387,2025-04-18T12:19:38+04:00,2025-04-24T11:53:49+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4384,4387,4385,4388,2025-04-21T07:28:20+04:00,2025-04-25T09:46:46+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4385,4388,4386,4389,2025-04-23T09:40:56+04:00,2025-04-27T23:53:13+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,4385,4389,4386,4390,2025-04-23T09:40:56+04:00,2025-04-28T23:02:25+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.29,4389,4116,4390,4117,2025-04-28T23:02:25+04:00,2025-04-29T05:56:23+04:00,[HVDC-ADOPT-SEI-0021-T] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB),True
thread_73,heuristic,0.29,4116,3797,4117,3798,2025-04-29T05:56:23+04:00,2025-04-29T09:55:52+04:00,[CUSTOM] [ [HVDC-ADOPT-SEI-0021-T/L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB) / ZAYED PORT WHSE #5,True
thread_73,heuristic,0.95,4386,4390,4387,4391,2025-04-24T11:53:49+04:00,2025-04-30T08:56:11+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,3797,3852,3798,3853,2025-04-29T09:55:52+04:00,2025-04-30T11:29:09+04:00,[CUSTOM] [ [HVDC-ADOPT-SEI-0021-T/L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB) / ZAYED PORT WHSE #5,False
thread_73,heuristic,0.39,4116,4120,4117,4121,2025-04-29T05:56:23+04:00,2025-04-30T12:32:19+04:00,"[DOCU REVIEW] [HVDC-ADOPT-SEI-0021-L] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR - 1M 2HAWB",False
thread_73,heuristic,0.59,4120,5674,4121,5675,2025-04-30T12:32:19+04:00,2025-05-01T07:13:46+04:00,[HVDC-ADOPT-SEI-0021-L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB),False
thread_73,heuristic,0.69,5674,4455,5675,4456,2025-05-01T07:13:46+04:00,2025-05-01T14:13:27+04:00,[HVDC-ADOPT-SEI-0021-L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB),False
thread_73,heuristic,0.95,4388,5951,4389,5952,2025-04-27T23:53:13+04:00,2025-05-02T02:03:14+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.69,5674,4499,5675,4500,2025-05-01T07:13:46+04:00,2025-05-02T14:31:37+04:00,[HVDC-ADOPT-SEI-0021-L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB),False
thread_73,heuristic,0.95,5951,5952,5952,5953,2025-05-02T02:03:14+04:00,2025-05-07T08:41:10+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,5952,5953,5953,5954,2025-05-07T08:41:10+04:00,2025-05-08T09:59:26+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.9,5952,5954,5953,5955,2025-05-07T08:41:10+04:00,2025-05-17T13:48:48+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,5954,5957,5955,5958,2025-05-17T13:48:48+04:00,2025-05-23T08:43:14+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.95,5957,5956,5958,5957,2025-05-23T08:43:14+04:00,2025-05-26T00:18:13+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_73,heuristic,0.9,5956,10872,5957,10873,2025-05-26T00:18:13+04:00,2025-07-08T05:33:35+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",True
thread_73,heuristic,0.29,10872,9449,10873,9450,2025-07-08T05:33:35+04:00,2025-07-08T07:01:18+04:00,[HVDC-ADOPT-SEI-0021-L] FINAL SHIPPING NOTICE /5000684244 / CABLE CLEAT/SUMITOMO/ UK / AIR (1M 2HAWB),True
thread_73,heuristic,0.69,10872,9448,10873,9449,2025-07-08T05:33:35+04:00,2025-07-08T07:03:36+04:00,"//VENDOR// [HVDC-ADOPT-SEI-0021] 5000684244 / CABLE CLEAT/SUMITOMO/FELIXSTOWE, UK / AIR",False
thread_74,heuristic,0.5,2597,4394,2598,4395,2025-03-10T10:18:08+04:00,2025-04-07T09:33:11+04:00,(중요!!) [HVDC_DAS][구매] VH1 CLEAN ROOM 준비를 위한 MCT FRAME DELIVERY STATUS,True
thread_74,heuristic,0.26,4394,4214,4395,4215,2025-04-07T09:33:11+04:00,2025-04-11T12:50:59+04:00,[HVDC-ADOPT-SCT-0057] FINAL SHIPPING NOTICE /MCT(MULITIPLE CABLE TRANSIT) 3차 해상운송+4차운송 건/ 5001004422/ROXEC/SHANGHAI / CNTR,True
thread_74,heuristic,0.58,4214,4216,4215,4217,2025-04-11T12:50:59+04:00,2025-04-14T11:25:01+04:00,[CUSTOM] [HVDC-ADOPT-SCT-0057] FINAL SHIPPING NOTICE /MCT(MULITIPLE CABLE TRANSIT) 3차 해상운송+4차운송 건/ 5001004422/ROXEC/SHANGHAI / CNTR,False
thread_74,heuristic,0.69,4216,3181,4217,3182,2025-04-14T11:25:01+04:00,2025-04-14T13:55:31+04:00,[CUSTOM] [HVDC-ADOPT-SCT-0057] FINAL SHIPPING NOTICE /MCT(MULITIPLE CABLE TRANSIT) 3차 해상운송+4차운송 건/ 5001004422/ROXEC/SHANGHAI / CNTR,False
thread_74,heuristic,0.69,4216,4051,4217,4052,2025-04-14T11:25:01+04:00,2025-04-15T09:15:56+04:00,[CUSTOM] [HVDC-ADOPT-SCT-0057] FINAL SHIPPING NOTICE /MCT(MULITIPLE CABLE TRANSIT) 3차 해상운송+4차운송 건/ 5001004422/ROXEC/SHANGHAI / CNTR,False
thread_75,heuristic,0.2,2627,4977,2628,4978,2025-04-02T09:59:34+04:00,2025-05-19T07:15:59+04:00,"ESTIMATION FOR MAY 22, 2025",True
thread_76,heuristic,0.95,2631,2726,2632,2727,2025-04-02T08:37:32+04:00,2025-04-03T08:00:21+04:00,출고문의 [HVDC-ADOPT-SCT-0089] MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI,False
thread_76,heuristic,0.26,2726,2884,2727,2885,2025-04-03T08:00:21+04:00,2025-04-08T01:24:40+04:00,MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI/SHABZ-2503-106/BL:VSH0G00143/SHA-ABU DHABI/1*20GP/ETD:9-APR//AXIS#SSHA00003621 / CNTR,True
thread_76,heuristic,0.28,2884,2995,2885,2996,2025-04-08T01:24:40+04:00,2025-04-10T04:51:30+04:00,MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI /CNTR,True
thread_76,heuristic,0.5,2995,3562,2996,3563,2025-04-10T04:51:30+04:00,2025-04-23T09:09:00+04:00,FINAL SHIPPING NOTICE / MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI /CNTR,False
thread_76,heuristic,0.28,3562,4109,3563,4110,2025-04-23T09:09:00+04:00,2025-04-25T14:19:49+04:00,[HVDC-ADOPT-SCT-0089] FINAL SHIPPING NOTICE / MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI /CNTR,True
thread_76,heuristic,0.5,4109,5687,4110,5688,2025-04-25T14:19:49+04:00,2025-05-09T06:39:35+04:00,[CUSTOM] [HVDC-ADOPT-SCT-0089] FINAL SHIPPING NOTICE / MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI /CNTR,False
thread_76,heuristic,0.67,5687,4742,5688,4743,2025-05-09T06:39:35+04:00,2025-05-12T08:42:20+04:00,[CUSTOM] [HVDC-ADOPT-SCT-0089] FINAL SHIPPING NOTICE / MCT(MULITIPLE CABLE TRANSIT)/ 5001004422/ROXTEC/SHANGHAI /CNTR,False
thread_77,heuristic,0.95,2659,2784,2660,2785,2025-04-02T02:40:21+04:00,2025-04-04T09:11:58+04:00,[HVDC-ADOPT-SCT-0058] FINAL SHIPPING NOTICE 5000761114 / CATHODIC PROTECTION SYSTEM (5TH) - J/B/동양방식/BUSAN / CNTR,False
thread_77,heuristic,0.2,2784,5673,2785,5674,2025-04-04T09:11:58+04:00,2025-05-01T06:28:01+04:00,{CUSTOM} [HVDC-ADOPT-SCT-0058] FINAL SHIPPING NOTICE 5000761114 / CATHODIC PROTECTION SYSTEM (5TH) - J/B/동양방식/BUSAN / CNTR,True
thread_77,heuristic,0.9,5673,5690,5674,5691,2025-05-01T06:28:01+04:00,2025-05-09T13:31:37+04:00,{CUSTOM} [HVDC-ADOPT-SCT-0058] FINAL SHIPPING NOTICE 5000761114 / CATHODIC PROTECTION SYSTEM (5TH) - J/B/동양방식/BUSAN / CNTR,False
thread_78,heuristic,0.95,2666,2738,2667,2739,2025-04-01T13:41:45+04:00,2025-04-03T11:16:38+04:00,SNCL-OBS-000295: REQUEST FOR APPROVED ENGINEERING DOCUMENTS AND CLARIFICATION ON MIR NO. AD164-SCT-FEC-MIR-40H-E-80073 ACNXREF<9BYQVMRTQMPSRTU65LD13>,False
thread_79,heuristic,0.0,2677,18016,2678,18017,2025-04-01T04:49:46+04:00,2025-09-09T12:42:47+04:00,AGI - HANLIM ENGINEERING - DELIVERY OF PANELS (HVDC-ADOPT-NAF-AGI-AC2-005) - (HVDC-AGI-HEC-MOSB-0109) - 09-SEP-2025,True
thread_79,heuristic,0.29,18016,15504,18017,15505,2025-09-09T12:42:47+04:00,2025-09-11T04:42:05+04:00,[HVDC] - AGI - HANLIM ENGINEERING - DELIVERY OF PANELS (HVDC-ADOPT-NAF-AGI-AC2-005) - (HVDC-AGI-HEC-MOSB-0109) - 09-SEP-2025,True
thread_80,heuristic,0.5,2686,3170,2687,3171,2025-04-02T12:35:16+04:00,2025-04-14T13:07:10+04:00,CRANE ARRANGEMENT REQUEST FOR GRANITE YARD & MW4 – STARTING FROM 16~17TH APRIL,False
thread_80,heuristic,0.59,3170,3190,3171,3191,2025-04-14T13:07:10+04:00,2025-04-15T04:21:08+04:00,[HVDC-MW4] CRANE ARRANGEMENT REQUEST FOR GRANITE YARD & MW4 – STARTING FROM 16~17TH APRIL,False
thread_80,heuristic,0.59,3170,3278,3171,3279,2025-04-14T13:07:10+04:00,2025-04-16T12:49:12+04:00,[HVDC-MW4] CRANE ARRANGEMENT REQUEST FOR GRANITE YARD – STARTING FROM 17-18TH APRIL,False
thread_81,heuristic,0.29,4329,2711,4330,2712,2025-04-03T05:16:45+04:00,2025-04-03T05:16:49+04:00,자동 회신: [REQUEST FOR PHOTOS OR CATALOG] [CUSTOM] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,True
thread_81,heuristic,0.29,2711,4241,2712,4242,2025-04-03T05:16:49+04:00,2025-04-03T06:09:27+04:00,[REQUEST FOR PHOTOS OR CATALOG] [CUSTOM] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,True
thread_81,heuristic,0.29,4241,4246,4242,4247,2025-04-03T06:09:27+04:00,2025-04-04T14:14:12+04:00,[CUSTOM] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,True
thread_81,heuristic,0.95,4246,4247,4247,4248,2025-04-04T14:14:12+04:00,2025-04-08T05:11:34+04:00,[CUSTOM] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,False
thread_81,heuristic,0.29,4247,4208,4248,4209,2025-04-08T05:11:34+04:00,2025-04-08T12:52:06+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,True
thread_81,heuristic,0.6,4208,4253,4209,4254,2025-04-08T12:52:06+04:00,2025-04-15T12:04:06+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,False
thread_81,heuristic,0.69,4253,3318,4254,3319,2025-04-15T12:04:06+04:00,2025-04-17T10:50:36+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,False
thread_81,heuristic,0.95,3318,3381,3319,3382,2025-04-17T10:50:36+04:00,2025-04-18T11:11:41+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,False
thread_81,heuristic,0.58,3381,3450,3382,3451,2025-04-18T11:11:41+04:00,2025-04-21T04:28:57+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB37881/S2500761643/ 8 CONTAINERS,False
thread_81,heuristic,0.95,3318,3470,3319,3471,2025-04-17T10:50:36+04:00,2025-04-21T10:14:15+04:00,[DOCU.REVIEW] PRL-O-019-O1 SPARE (HE-0334) NYTRO 10XN TRANSFORMER OIL / ANRB36887 / CONTAINERS,False
thread_82,heuristic,0.2,2732,3792,2733,3793,2025-04-03T08:34:03+04:00,2025-04-29T08:29:23+04:00,"SHUWEIHAT IV - RELEASE NOTE SCT-19LT-PJC-LPO-961, SCT-19LT-PJC-LPO-869",True
thread_82,heuristic,0.2,3792,4682,3793,4683,2025-04-29T08:29:23+04:00,2025-05-09T05:42:44+04:00,SHUWEIHAT IV - RELEASE NOTE SCT-19LT-PJC-LPO-961,True
thread_83,heuristic,0.6,2740,3204,2741,3205,2025-04-03T11:56:34+04:00,2025-04-15T07:34:10+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3204,3316,3205,3317,2025-04-15T07:34:10+04:00,2025-04-17T10:01:40+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.9,2740,3361,2741,3362,2025-04-03T11:56:34+04:00,2025-04-18T06:21:49+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3316,3471,3317,3472,2025-04-17T10:01:40+04:00,2025-04-21T10:08:17+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3361,3476,3362,3477,2025-04-18T06:21:49+04:00,2025-04-21T12:34:54+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3316,3533,3317,3534,2025-04-17T10:01:40+04:00,2025-04-22T13:11:28+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3316,3552,3317,3553,2025-04-17T10:01:40+04:00,2025-04-23T07:06:13+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.95,3471,3633,3472,3634,2025-04-21T10:08:17+04:00,2025-04-24T06:09:33+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_83,heuristic,0.69,3633,3639,3634,3640,2025-04-24T06:09:33+04:00,2025-04-24T10:04:28+04:00,"[UAE HVDC][S,M,A][LPO-902~904 R1] PURCHASE GRE PIPING MAT'L FOR UG FIRE WATER SYSTEM",False
thread_84,heuristic,0.29,2878,2879,2879,2880,2025-04-07T12:12:35+04:00,2025-04-07T12:19:25+04:00,[HVDC-JPTW 71] BERTH AVAILABILITY(FREE PORT AND MW4) AND EQUIPMENT ARRANGEMENT FOR JPT 71 OPERATIONS,True
thread_84,heuristic,0.29,2879,4278,2880,4279,2025-04-07T12:19:25+04:00,2025-04-07T12:50:18+04:00,[EXTERNAL][HVDC-JPTW 71] BERTH AVAILABILITY(FREE PORT AND MW4) AND EQUIPMENT ARRANGEMENT FOR JPT 71 OPERATIONS,True
thread_84,heuristic,0.69,4278,2891,4279,2892,2025-04-07T12:50:18+04:00,2025-04-08T03:29:28+04:00,[EXTERNAL][HVDC-JPTW 71] BERTH AVAILABILITY(FREE PORT AND MW4) AND EQUIPMENT ARRANGEMENT FOR JPT 71 OPERATIONS,False
thread_84,heuristic,0.6,4278,3870,4279,3871,2025-04-07T12:50:18+04:00,2025-04-14T12:24:58.355000+04:00,[EXTERNAL][HVDC-JPTW 71] BERTH AVAILABILITY(FREE PORT AND MW4) AND EQUIPMENT ARRANGEMENT FOR JPT 71 OPERATIONS,False
thread_85,heuristic,0.95,2881,2917,2882,2918,2025-04-07T12:15:16+04:00,2025-04-08T11:21:00+04:00,HVDC-DAS-VIJ-MOSB-038 REQUEST FOR 1 X 40FT OT CONTAINERS FOR SCAFFOLDING MATERIALS TO DAS ISLAND FROM VIJAY TANKS,False
thread_86,heuristic,0.69,2923,2955,2924,2956,2025-04-08T13:10:48+04:00,2025-04-09T06:51:01+04:00,SCT-REQUEST FOR PRICE QUOTE-CONSUMABLE MATERIAL FOR AGI SITE,False
thread_86,heuristic,0.2,2955,3756,2956,3757,2025-04-09T06:51:01+04:00,2025-04-28T11:05:25+04:00,SCT-REQUEST FOR GRIPTON BOW SHACKLE -5/8 WL3.25T MOSB SITE,True
thread_86,heuristic,0.2,3756,5936,3757,5937,2025-04-28T11:05:25+04:00,2025-05-11T03:48:05+04:00,APAVE CERT. 468 RE: (2) SCT-REQUEST FOR PRICE QUOTE-TPC FOR LIFTING TOOL & TACKLES AT SHU SITE,True
thread_86,heuristic,0.2,5936,14710,5937,14711,2025-05-11T03:48:05+04:00,2025-08-08T05:27:22+04:00,SCT-REQUEST FOR PRICE QUOTE-TRANSPORTATION OF MANLIFT BY LOW BED TRAILER FROM MIR TO SHU,True
thread_86,heuristic,0.2,14710,14617,14711,14618,2025-08-08T05:27:22+04:00,2025-08-27T10:26:25+04:00,SCT-REQUEST FOR QUOTE - MAINTENANCE MATERIAL FOR DAS SITE 0123,True
thread_86,heuristic,0.69,14617,11992,14618,11993,2025-08-27T10:26:25+04:00,2025-08-29T05:33:55+04:00,SCT-REQUEST FOR QUOTE - MAINTENANCE MATERIAL FOR DAS SITE 0123,False
thread_86,heuristic,0.2,11992,15534,11993,15535,2025-08-29T05:33:55+04:00,2025-09-10T13:32:43+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,True
thread_86,heuristic,0.69,15534,15533,15535,15534,2025-09-10T13:32:43+04:00,2025-09-10T13:34:55+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,False
thread_86,heuristic,0.69,15534,18798,15535,18799,2025-09-10T13:32:43+04:00,2025-09-10T14:55:31+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,False
thread_86,heuristic,0.69,18798,16237,18799,16238,2025-09-10T14:55:31+04:00,2025-09-11T13:39:22+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,False
thread_86,heuristic,0.69,16237,16215,16238,16216,2025-09-11T13:39:22+04:00,2025-09-12T03:38:21+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,False
thread_86,heuristic,0.95,15533,16191,15534,16192,2025-09-10T13:34:55+04:00,2025-09-12T07:10:11+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R2,False
thread_86,heuristic,0.59,16191,16156,16192,16157,2025-09-12T07:10:11+04:00,2025-09-13T06:10:08+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.68,16156,16372,16157,16373,2025-09-13T06:10:08+04:00,2025-09-15T10:04:59+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.95,16156,16368,16157,16369,2025-09-13T06:10:08+04:00,2025-09-15T10:20:12+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.28,16368,20250,16369,20251,2025-09-15T10:20:12+04:00,2025-09-18T07:19:30+04:00,SCT-REQUEST CONFIRMATION OF CABLE TIES COLLECTION,True
thread_86,heuristic,0.69,20250,16651,20251,16652,2025-09-18T07:19:30+04:00,2025-09-18T07:27:42+04:00,SCT-REQUEST CONFIRMATION OF CABLE TIES COLLECTION,False
thread_86,heuristic,0.95,16368,16753,16369,16754,2025-09-15T10:20:12+04:00,2025-09-19T10:51:08+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.95,20250,20265,20251,20266,2025-09-18T07:19:30+04:00,2025-09-22T06:56:55+04:00,SCT-REQUEST CONFIRMATION OF CABLE TIES COLLECTION,False
thread_86,heuristic,0.95,16753,16885,16754,16886,2025-09-19T10:51:08+04:00,2025-09-22T09:30:06+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.95,16651,16973,16652,16974,2025-09-18T07:27:42+04:00,2025-09-23T08:35:12+04:00,SCT-REQUEST CONFIRMATION OF CABLE TIES COLLECTION,False
thread_86,heuristic,0.9,16372,17025,16373,17026,2025-09-15T10:04:59+04:00,2025-09-24T04:49:42+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.95,16753,17021,16754,17022,2025-09-19T10:51:08+04:00,2025-09-24T05:01:31+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
thread_86,heuristic,0.95,17025,17122,17026,17123,2025-09-24T04:49:42+04:00,2025-09-25T04:32:15+04:00,SCT-REQUEST FOR PRICE QUOTE-MANPOWER SUPPLY FORKLIFT OPERATOR FOR MIR SITE- QUOTATION NO-640R3,False
